Feature ID	Taxon	Confidence
3847f44e392f7a29319e096c99a4b74c	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__	0.9991471846332509
9622f492009f6661c4c0c531bfc01ba7	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__; g__; s__	0.9999993510855747
135841c2e13eda1a78e2a10bb48718b7	k__Bacteria	0.9999998169996898
6a2c584fb85b871c88cb790595a6334c	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__; g__; s__	0.9522557674545052
cc51ab3b4dbc3fce473025ce22a00c7c	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	0.9997220770351002
03741096b2a3b895633f4318cc4a1f54	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.9925355464346336
706d0e024bdd998cea44407d3cd0fa3a	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__; s__	0.9940557006036049
c39790987a158643de20b219b4e58168	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	0.9740648623077622
16f9709eac8913f623b0bed82d527706	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9108083035845749
8f2bc5d8ead53f2dea703a23de3f46dd	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__	0.9515189100592126
532e8ec85ff1fc5f5cbaba47ebfd8342	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.9313643607819709
42c7bfa5449da370b9422e0939295405	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.9999702022235096
6c7e129a06acba2bbc405fb8b3b6cbfb	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.9999712374895744
9f4c52814610832940fb037ca9075f92	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.8853855519614424
fd19cc65496e7176a20509ff708dac6a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.9886304541329196
981fdaec2dbe4f35d1cc792388065c81	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__; s__	0.9999943470458327
d3a4091a5d9ae934faf22061cc59793d	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__	0.9935768893356334
40340997afaa5b07c33ce41a10a43e53	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Gallibacterium; s__	0.8234255665885556
001c5831ea588b14ada7cac3adc5465c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.971776984462707
c65f8f61010ad65e48ae17641f886342	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__	0.9998903986665862
ec2bec0d5c92dedca877161e76bee6f6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__; s__	0.8607087722709625
fb7764bb467bba159b153570e47e491b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.7333992232661877
279be669e22e2964bfa0a83a98d27a55	k__Bacteria; p__SR1; c__; o__; f__; g__; s__	0.9999055085499461
21731a9e1416490f25836c1dc2c114ca	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__; s__	0.839615567030421
565859c8bf6accffb8653ed2d8baa000	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__	0.9999867531844606
05c05f55bdfb02ac5bb11e6488d932b9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	0.9999548383821399
